6102320|||||Ferdinand Frick|||||(British, German, 1878 - 1939)|||||Herrscherin, vor ihrem Thronsessel stehend|||||Lot 866 - Bolland & Marotz, Bremen (November 21, 2015)|||||JubilAumsauktion (Sale 157)||||||||||Estimate:  500 EUR|||||Materials: bronze with patina and marble Measurements: 21.06 in. (53.50 cm.) (height) Size Notes: figure; total height: 58.5 cm Markings: inscribed and dated '1906' verso Condition: slightly damaged
6102321|||||Arthur Lewandowski|||||(20th/21st C)|||||Accolade|||||Lot 232 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  200 - 300 EUR|||||Materials: charcoal Measurements: 36.22 in. (92.00 cm.) (height) by 26.77 in. (68.00 cm.) (width) Markings: signed at bottom
6102322|||||Vincent Bizien|||||(1968)|||||Lahomme sans teIte|||||Lot 233 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  400 - 600 EUR|||||Materials: charcoal and gouache Measurements: 44.49 in. (113.00 cm.) (height) by 35.43 in. (90.00 cm.) (width) Markings: signed and located 'Paris' verso
6102323|||||Michel Macreau|||||(French, 1935 - 1995)|||||Sans titre|||||Lot 234 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  800 - 1,200 EUR|||||Materials: gouache and ink Measurements: 43.70 in. (111.00 cm.) (height) by 29.72 in. (75.50 cm.) (width)
6102324|||||Martin Goetze|||||(German, 1865 - 1930)|||||Lauschende|||||Lot 868 - Bolland & Marotz, Bremen (November 21, 2015)|||||JubilAumsauktion (Sale 157)||||||||||Estimate:  1,900 EUR|||||Materials: bronze with patina Measurements: 17.13 in. (43.50 cm.) (height) Size Notes: with base: 55 cm Markings: inscribed 'GAtze' on plinth Condition: on marbled stone base
6102325|||||Jean Piaubert|||||(French, 1900 - 2002)|||||Pays natal|||||Lot 235 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  1,000 - 1,500 EUR|||||Materials: oil and sand on wood panel Measurements: 30.71 in. (78.00 cm.) (height) by 38.58 in. (98.00 cm.) (width) Markings: signed l.r.
6102326|||||Alain le Yaouanc|||||(French, 1940)|||||Almanach|||||Lot 236 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  800 - 1,200 EUR|||||Materials: mixed media on panel Measurements: 64.17 in. (163.00 cm.) (height) by 64.17 in. (163.00 cm.) (width) Markings: signed, titled and dated verso
6102327|||||Alain le Yaouanc|||||(French, 1940)|||||Sans titre|||||Lot 237 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  800 - 1,200 EUR|||||Materials: oil on canvas Measurements: 70.87 in. (180.00 cm.) (height) by 55.12 in. (140.00 cm.) (width)
6102328|||||Max Neumann|||||(German, 194920th C)|||||Composition au leIzard|||||Lot 238 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  500 - 700 EUR|||||Materials: enhanced monotype Measurements: 9.06 in. (23.00 cm.) (height) by 11.42 in. (29.00 cm.) (width) Markings: signed l.r.
6102329|||||Hans J Muller|||||(German, 1952)|||||Frau im Segment|||||Lot 869 - Bolland & Marotz, Bremen (November 21, 2015)|||||JubilAumsauktion (Sale 157)||||||||||Estimate:  900 EUR|||||Materials: bronze Measurements: 7.28 in. (18.50 cm.) (height) Edition: 5/6 Markings: monogrammed and numbered '5/6' verso
6102330|||||Jose Maria David|||||(French, 1944)|||||Loup assis|||||Lot 239 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  1,000 - 1,500 EUR|||||Materials: silvered bronze Measurements: 6.30 in. (16.00 cm.) (height) by 9.25 in. (23.50 cm.) (width) by 6.30 in. (16.00 cm.) (depth) Edition: AP 2/4 Markings: signed and marked 'EA 2/4', 'MAROMER' foundry mark
6102331|||||Eduardo Zamora|||||(1942)|||||Le petit cochon|||||Lot 240 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  400 - 600 EUR|||||Materials: oil on canvas Measurements: 11.81 in. (30.00 cm.) (height) by 11.81 in. (30.00 cm.) (width) Markings: signed and dated l.l.; signed, dated, located and titled verso
6102332|||||Jan Saudek|||||(Czech, 1935)|||||The Madoline Lesson|||||Lot 241 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  800 - 1,200 EUR|||||Materials: gelatin silver print Measurements: 11.42 in. (29.00 cm.) (height) by 12.80 in. (32.50 cm.) (width) Markings: signed l.l.; numbered #858, titled 'Mode Nioud - Print finished' and dated 'January 6, 1896' on mount
6102333|||||Frank Wohlfahrt|||||(French, 1942 - 2010)|||||PreIdateurs preIcaires|||||Lot 243 A - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  250 - 300 EUR|||||Materials: watercolor Measurements: 22.05 in. (56.00 cm.) (height) by 30.31 in. (77.00 cm.) (width) Markings: signed and dated l.r.
6102334|||||Speedy Graphito|||||(French, 1961)|||||Lapinture|||||Lot 244 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  3,000 - 5,000 EUR|||||Materials: acrylic on canvas Measurements: 51.18 in. (130.00 cm.) (height) by 38.19 in. (97.00 cm.) (width) Markings: signed u.l.
6102335|||||Jerome Mesnager|||||(French, 1961)|||||Figure|||||Lot 246 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  200 - 300 EUR|||||Materials: gouache on paper Measurements: 11.02 in. (28.00 cm.) (height) by 7.28 in. (18.50 cm.) (width) Markings: signed, dated and dedicated
6102336|||||Anton Solomoukha|||||(Russian, Ukrainian, 1945)|||||Sans titre|||||Lot 247 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  400 - 600 EUR|||||Materials: oil on canvas Measurements: Markings: signed and dated l.r.
6102337|||||Anton Solomoukha|||||(Russian, Ukrainian, 1945)|||||KAKO|||||Lot 248 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  400 - 600 EUR|||||Materials: mixed media on canvas Measurements: 57.87 in. (147.00 cm.) (height) by 55.51 in. (141.00 cm.) (width)
6102338|||||Anton Solomoukha|||||(Russian, Ukrainian, 1945)|||||Composition|||||Lot 249 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  400 - 600 EUR|||||Materials: oil on canvas Measurements: 59.06 in. (150.00 cm.) (height) by 51.57 in. (131.00 cm.) (width) Markings: signed verso
6102339|||||Erik Dietmann|||||(Swedish, 1937 - 2002)|||||Livingstoned stoned dead|||||Lot 250 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  3,000 - 5,000 EUR|||||Materials: mixed media on canvas Measurements: 75.59 in. (192.00 cm.) (height) by 50.39 in. (128.00 cm.) (width) Markings: signed, located 'Courtenay' and dated verso
6102340|||||Dario Caterina|||||(Belgian, 1955)|||||L'affaire du conservateur|||||Lot 251 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  500 - 800 EUR|||||Materials: mixed media on board Measurements: 58.27 in. (148.00 cm.) (height) by 79.53 in. (202.00 cm.) (width) Markings: signed and dated l.l. and l.r.; signed, titled and dated verso
6102341|||||Dario Caterina|||||(Belgian, 1955)|||||Portrait dahomme devant une table|||||Lot 252 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  500 - 800 EUR|||||Materials: mixed media on canvas Measurements: Description: in two parts Markings: signed, dated and titled verso
6102342|||||Dario Caterina|||||(Belgian, 1955)|||||Forme et animal sans teIte|||||Lot 253 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  500 - 800 EUR|||||Materials: mixed media on board Measurements: 80.71 in. (205.00 cm.) (height) by 58.66 in. (149.00 cm.) (width)
6102343|||||Dario Caterina|||||(Belgian, 1955)|||||MeIre et fille|||||Lot 254 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  500 - 800 EUR|||||Materials: mixed media on canvas Measurements: 59.45 in. (151.00 cm.) (height) by 55.91 in. (142.00 cm.) (width) Markings: titled verso
6102344|||||Sadko|||||(Bosnian, 1945)|||||Ying et Yang|||||Lot 255 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  500 - 700 EUR|||||Materials: mixed media on canvas Measurements: 15.75 in. (40.00 cm.) (height) by 15.75 in. (40.00 cm.) (width) Size Notes: diameter
6102345|||||Sadko|||||(Bosnian, 1945)|||||Le deIpart|||||Lot 256 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  2,000 - 2,500 EUR|||||Materials: bronze Measurements: 18.11 in. (46.00 cm.) (height) by 15.75 in. (40.00 cm.) (width) by 5.91 in. (15.00 cm.) (depth) Edition: 1/1
6102346|||||Sadko|||||(Bosnian, 1945)|||||EIleIgie III|||||Lot 257 - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  800 - 1,200 EUR|||||Materials: bronze Measurements: 12.99 in. (33.00 cm.) (height) by 12.99 in. (33.00 cm.) (width) by 3.94 in. (10.00 cm.) (depth) Edition: 4/8
6102347|||||Marc Petit|||||(French, 1961)|||||MalgreI lui|||||Lot 259 A - De Baecque & Associes, Paris (December 01, 2015)|||||Regards sur le XXe SiA cle # 10 (Sale )||||||||||Estimate:  3,000 - 4,000 EUR|||||Materials: Aubusson tapestry Measurements: 71.26 in. (181.00 cm.) (height) by 111.81 in. (284.00 cm.) (width) Edition: AP 69 Markings: signed l.l.; titled and numbered verso on Bolduc '68N27 EA 69'
6102348|||||Solomon Samsonovich Boim|||||(Russian, 1899 - 1978)|||||[Untitled]|||||Lot 12 - The Bru Sale, Brussels (December 02, 2015)|||||Tableaux Russes, Tableaux Modernes et Contemporains (Sale )||||||||||Estimate:  400 - 500 EUR|||||Materials: lithograph Measurements: 15.16 in. (38.50 cm.) (height) by 17.72 in. (45.00 cm.) (width) Description: Leningrad, Iskusstvo, 1943
6102349|||||Sergei Solomko|||||(Russian, 1859 - 1926)|||||[Untitled]|||||Lot 14 - The Bru Sale, Brussels (December 02, 2015)|||||Tableaux Russes, Tableaux Modernes et Contemporains (Sale )||||||||||Estimate:  900 - 1,000 EUR|||||Materials: watercolor on paper Measurements: 10.63 in. (27.00 cm.) (height) by 8.27 in. (21.00 cm.) (width) Markings: signed l.l.
6102350|||||Konstantin Ivanovich Gorbatoff|||||(Russian, 1876 - 1945)|||||Capri|||||Lot 15 - The Bru Sale, Brussels (December 02, 2015)|||||Tableaux Russes, Tableaux Modernes et Contemporains (Sale )||||||||||Estimate:  800 - 1,000 EUR|||||Materials: pastel on paper Measurements: 15.75 in. (40.00 cm.) (height) by 22.44 in. (57.00 cm.) (width) Markings: signed l.r.; titled 'Capri 1913' l.l.
6102351|||||Pavel Kutnetsov|||||(1878 - 1968)|||||Portrait of Tartare family|||||Lot 16 - The Bru Sale, Brussels (December 02, 2015)|||||Tableaux Russes, Tableaux Modernes et Contemporains (Sale )||||||||||Estimate:  500 - 600 EUR|||||Materials: watercolor on paper Measurements: 11.02 in. (28.00 cm.) (height) by 11.42 in. (29.00 cm.) (width) Markings: signed l.l.
6102352|||||Pavel Kutnetsov|||||(1878 - 1968)|||||Portrait of Tartare family|||||Lot 17 - The Bru Sale, Brussels (December 02, 2015)|||||Tableaux Russes, Tableaux Modernes et Contemporains (Sale )||||||||||Estimate:  500 - 600 EUR|||||Materials: watercolor on paper Measurements: 11.02 in. (28.00 cm.) (height) by 11.42 in. (29.00 cm.) (width) Markings: signed l.l.
6102353|||||Georgiy Stenberg|||||(Russian, 1900 - 1933)|||||Constructivism|||||Lot 18 - The Bru Sale, Brussels (December 02, 2015)|||||Tableaux Russes, Tableaux Modernes et Contemporains (Sale )||||||||||Estimate:  500 - 600 EUR|||||Materials: watercolor on paper Measurements: 15.75 in. (40.00 cm.) (height) by 9.65 in. (24.50 cm.) (width) Markings: monogrammed l.r.
6102354|||||Attributed to  Rosalba Carriera|||||(Italian, 1675 - 1757)|||||Portrait de Marie-Anne de Bourbon-CondeI, dite Mademoiselle de Clermont (1697-1741)|||||Lot 46 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  5,000 - 8,000 EUR|||||Materials: pastel Measurements: 18.78 in. (47.70 cm.) (height) by 15.75 in. (40.00 cm.) (width) Condition: lined; old sculpted and gilded wood frame
6102355|||||Louis Bellanger|||||(French, 1736 - 1816)|||||Vue de la rivieIre Gotteron preIs de Fribourg|||||Lot 50 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  2,200 - 2,500 EUR|||||Materials: gouache Measurements: 14.17 in. (36.00 cm.) (height) by 19.69 in. (50.00 cm.) (width) Markings: signed l.l. and annotated 'Louis Belanger le Romain 1798'; old annotation in pen and brown ink verso 'A Vieu on the river Gotteron near Fribourg'
6102356|||||Attributed to  Victor Jean Nicolle|||||(French, 1754 - 1826)|||||La Place Saint-Pierre de Rome|||||Lot 51 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  500 - 700 EUR|||||Materials: graphite Measurements: 9.25 in. (23.50 cm.) (height) by 15.16 in. (38.50 cm.) (width) Markings: collection mark l.l. 'Jean-Camille James' Condition: minor pin holes
6102357|||||Attributed to  Domenico Fiasella|||||(Italian, 1589 - 1669)|||||Sainte Famille avec Saint Jean-Baptiste et laEnfant JeIsus endormi|||||Lot 54 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  2,500 - 3,000 EUR|||||Materials: oil on canvas Measurements: 37.80 in. (96.00 cm.) (height) by 28.74 in. (73.00 cm.) (width) Condition: damages and restorations
6102358|||||Marten van Cleve|||||(Flemish, 1527 - 1581)|||||La remise des preIsents aI la marieIe : corbeilleen osier pour les nourrissons, soufflets de chemineIe, pot aI enfant, chaise et tisonnier; Le repas de noces|||||Lot 60 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  5,000 - 6,000 EUR|||||Materials: oil on oak panel Measurements: 10.55 in. (26.80 cm.) (height) by 14.57 in. (37.00 cm.) (width) Size Notes: 1; 2: 27 x 37.2 cm. Description: and his studio; two works in lot Condition: trace of horizontal crack in upper part (1)
6102359|||||Basohli School|||||(Indian, 18th C)|||||Ragaputra Chandravimba of Hindola Raga|||||Lot 15 - Saffronart, Mumbai (December 14, 2015)|||||Classical Indian Art (Sale )||||||||||Estimate: 4,000,000 - 6,000,000 INR|||||Materials: gouache on paper heightened with gold Measurements: 6.18 in. (15.70 cm.) (height) by 5.47 in. (13.90 cm.) (width) Size Notes: image; folio: 20.3 x 19.1 cm Markings: inscribed Takri and Nagari, 'Raga Chandra son of Megha', top
6102360|||||Jan Baptist Lambrechts|||||(Dutch, Flemish, 1680 - 1731)|||||Le concert|||||Lot 63 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,500 - 1,800 EUR|||||Materials: oil on canvas Measurements: 20.87 in. (53.00 cm.) (height) by 18.11 in. (46.00 cm.) (width) Condition: minor damages and losses
6102361|||||Attributed to  Jacob Toorenvliet|||||(Dutch, 1635 - 1719)|||||Buveur aI la pipe accoudeI aI un tonneau|||||Lot 65 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,500 - 2,000 EUR|||||Materials: oil on mahogany panel Measurements: 8.78 in. (22.30 cm.) (height) by 6.81 in. (17.30 cm.) (width)
6102362|||||Johann Conrad Seekatz|||||(German, 1719 - 1768)|||||La partie de cartes sous laarbre|||||Lot 67 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  600 - 800 EUR|||||Materials: oil on canvas Measurements: 12.60 in. (32.00 cm.) (height) by 10.79 in. (27.40 cm.) (width) Condition: relined, minor restorations, old oxydized varnished
6102363|||||Johann Georg Pforr|||||(German, 1745 - 1798)|||||Cavalier et villageois observant des chevaux en liberteI|||||Lot 68 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  2,500 - 3,500 EUR|||||Materials: oil on copper Measurements: 13.19 in. (33.50 cm.) (height) by 17.32 in. (44.00 cm.) (width) Markings: signed and dated l.r. Condition: minor restoration l.r.; old oxydized varnish
6102364|||||Attributed to  Hyacinthe Rigaud|||||(French, 1659 - 1743)|||||Portrait dahomme coiffeI daune perruque (eItude)|||||Lot 71 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,500 - 1,800 EUR|||||Materials: oil on canvas Measurements: 17.91 in. (45.50 cm.) (height) by 14.37 in. (36.50 cm.) (width) Condition: relined, some restorations, old oxydized varnish; in old sculpted and gilded frame with shell and ringed foliage motifs; damages
6102365|||||Attributed to  Sebastien Leclerc the Younger|||||(French, 1676 - 1763)|||||Les entretiens galants ou les oiseaux hors de la cage et laoiseau sur le doigt|||||Lot 73 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,500 - 1,800 EUR|||||Materials: oil on canvas Measurements: 26.38 in. (67.00 cm.) (height) by 35.63 in. (90.50 cm.) (width) Condition: relined, some restorations
6102366|||||Jacques Francois Swebach-Desfontaines|||||(French, 1769 - 1823)|||||Campement de soldats au repos|||||Lot 77 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,500 - 2,000 EUR|||||Materials: oil on panel Measurements: 19.09 in. (48.50 cm.) (height) by 25.98 in. (66.00 cm.) (width) Markings: numbered in red l.r. '1771' Condition: cradled
6102367|||||Jean Baptiste de Roy|||||(Belgian, 1759 - 1839)|||||Paysage de campagne avec villageois et leurs animaux sur la colline|||||Lot 78 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,200 - 1,500 EUR|||||Materials: oil on oak panel Measurements: 15.75 in. (40.00 cm.) (height) by 21.46 in. (54.50 cm.) (width) Markings: signed and dated 1798 l.l.; label verso 'kunstandel Pieter A Scheen den Haag / Nummer 48270' Condition: two horizontal boards
6102368|||||Johan Barthold Jongkind|||||(Dutch, 1819 - 1891)|||||Rue du Portail-Matheron, Avignon|||||Lot 81 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,500 - 2,000 EUR|||||Materials: watercolor and charcoal on paper Measurements: 7.87 in. (20.00 cm.) (height) by 4.33 in. (11.00 cm.) (width) Size Notes: sight Markings: signature studio stamp; located and dated '30 sept 73' and numbered '2c 670' in red ink
6102369|||||Attributed to  Eugene Boudin|||||(French, 1824 - 1898)|||||Hommes aux hauts de forme et femmes en crinolines|||||Lot 82 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  350 - 400 EUR|||||Materials: watercolor on traces of pencil on paper Measurements: 5.31 in. (13.50 cm.) (height) by 4.17 in. (10.60 cm.) (width) Condition: stain
6102370|||||Eugene Atget|||||(French, 1857 - 1927)|||||Md de vin, Rue Charles V|||||Lot 6 - Yann Le Mouel Sarl, Paris (November 10, 2015)|||||Photographies (Sale )||||||||||Estimate:  1,500 - 2,500 EUR|||||Materials: albumen print Measurements: 8.54 in. (21.70 cm.) (height) by 6.97 in. (17.70 cm.) (width) Markings: penciled caption and no. '9941' by photographer, print verso
6102371|||||Jean Leon Gerome|||||(French, 1824 - 1904)|||||Portrait de petite fille|||||Lot 83 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  2,000 - 3,000 EUR|||||Materials: pencil on paper Measurements: 18.90 in. (48.00 cm.) (height) by 15.75 in. (40.00 cm.) (width) Size Notes: sight Markings: signed and dated c.r.
6102372|||||Paul Desire Trouillebert|||||(French, 1829 - 1900)|||||Nu au bord de laeItang|||||Lot 84 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  600 - 750 EUR|||||Materials: oil on canvas Measurements: 9.84 in. (25.00 cm.) (height) by 5.91 in. (15.00 cm.) (width) Markings: signed l.l.
6102373|||||Attributed to  Justin Ouvrie|||||(French, 1806 - 1879)|||||Vue daun chaIteau au bord daun fleuve|||||Lot 85 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  200 - 300 EUR|||||Materials: oil on panel Measurements: 7.87 in. (20.00 cm.) (height) by 11.02 in. (28.00 cm.) (width)
6102374|||||Eugene Atget|||||(French, 1857 - 1927)|||||R Charles V, 15|||||Lot 7 - Yann Le Mouel Sarl, Paris (November 10, 2015)|||||Photographies (Sale )||||||||||Estimate:  1,000 - 2,000 EUR|||||Materials: albumen print Measurements: 8.66 in. (22.00 cm.) (height) by 7.05 in. (17.90 cm.) (width) Markings: penciled caption and no. '3931' by photogapher, print verso
6102375|||||Bouvard|||||(French, 19th/20th C)|||||Vue daun canal aI Venise|||||Lot 86 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,600 - 1,800 EUR|||||Materials: oil on canvas Measurements: 19.69 in. (50.00 cm.) (height) by 25.59 in. (65.00 cm.) (width) Markings: signed l.l. Condition: wear
6102376|||||Bouvard|||||(French, 19th/20th C)|||||Vue daun canal aI Venise|||||Lot 87 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  3,000 - 5,000 EUR|||||Materials: oil on canvas Measurements: 23.62 in. (60.00 cm.) (height) by 31.50 in. (80.00 cm.) (width) Markings: signed l.r. Condition: damages; damaged frame
6102377|||||Edouard Cortes|||||(French, 1882 - 1969)|||||La porte Saint-Denis|||||Lot 88 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  13,000 - 15,000 EUR|||||Materials: oil on canvas Measurements: 21.26 in. (54.00 cm.) (height) by 25.59 in. (65.00 cm.) (width) Markings: signed l.l. Condition: craquelure and minor repaints
6102378|||||Eugene Atget|||||(French, 1857 - 1927)|||||HA tel de la Brinvilliers l'empoisonneuse - R Charles V 12|||||Lot 8 - Yann Le Mouel Sarl, Paris (November 10, 2015)|||||Photographies (Sale )||||||||||Estimate:  1,500 - 2,500 EUR|||||Materials: albumen print Measurements: 8.66 in. (22.00 cm.) (height) by 6.93 in. (17.60 cm.) (width) Markings: penciled caption and no. '3933' by photographer, print verso
6102379|||||Jean Baptiste Clesinger|||||(French, 1814 - 1883)|||||Taureau romain|||||Lot 89 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  4,000 - 5,000 EUR|||||Materials: bronze with brown patina Measurements: 33.07 in. (84.00 cm.) (height) by 37.80 in. (96.00 cm.) (width) by 13.86 in. (35.20 cm.) (depth) Description: Barbedienne foundry Markings: signed on base; stamped Colas Condition: minor wear to patina
6102380|||||Charles Francois Eustache|||||(French, 1820 - 1870)|||||Halte des cavaliers dans le deIsert|||||Lot 93 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  300 - 400 EUR|||||Materials: lead pencil, pencil heightened with gouache on paper Measurements: 7.48 in. (19.00 cm.) (height) by 14.57 in. (37.00 cm.) (width) Markings: signed l.r.
6102381|||||Eugene Atget|||||(French, 1857 - 1927)|||||Ferme R St Jacques|||||Lot 9 - Yann Le Mouel Sarl, Paris (November 10, 2015)|||||Photographies (Sale )||||||||||Estimate:  1,500 - 2,500 EUR|||||Materials: albumen print Measurements: 8.54 in. (21.70 cm.) (height) by 7.01 in. (17.80 cm.) (width) Markings: penciled caption and no. '3660' by photographer, print verso
6102382|||||Etienne Billet|||||(French, 1821 - 1888)|||||Campement dans le deIsert|||||Lot 94 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  1,500 - 2,500 EUR|||||Materials: oil on panel Measurements: 7.09 in. (18.00 cm.) (height) by 9.06 in. (23.00 cm.) (width) Markings: signed l.r.
6102383|||||After  Antoine Francois Callet|||||(French, 1741 - 1823)|||||Le Triomphe de Flore|||||Lot 95 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  200 - 300 EUR|||||Materials: watercolor heightened with gouache on vellum Measurements:  by 16.93 in. (43.00 cm.) (width) Description: fan project Markings: signed and dated l.l. Condition: minor damages
6102384|||||Charles Voillemot|||||(French, 1823 - 1893)|||||Enfant au rideau|||||Lot 96 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  600 - 800 EUR|||||Materials: watercolor on paper Measurements: 14.76 in. (37.50 cm.) (height) by 9.65 in. (24.50 cm.) (width) Markings: signed l.l. Condition: pin holes
6102385|||||Charles Voillemot|||||(French, 1823 - 1893)|||||Portait daeIleIgante au chaIle|||||Lot 97 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  2,000 - 3,000 EUR|||||Materials: oil on canvas Measurements: 48.43 in. (123.00 cm.) (height) by 33.27 in. (84.50 cm.) (width) Markings: signed and dated u.r.
6102386|||||Charles Lapostolet|||||(French, 1824 - 1890)|||||La Seine aI Rouen|||||Lot 98 - Drouot Estimations, Paris (December 14, 2015)|||||D'Archeologie & Armes & Tableaux Anciens & Objets d'Art & Mobilier||||||||||Estimate:  600 - 800 EUR|||||Materials: oil on canvas Measurements: 14.96 in. (38.00 cm.) (height) by 18.11 in. (46.00 cm.) (width) Markings: signed l.r. Condition: restorations and relining
